2016-09-17 13:16:34.728580|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.0.13.4 (2016-08-29 12:39:04)
2016-09-17 13:16:34.728580|INFO    |ServerLibPriv |   |SystemInformation: Windows 7 SP1 (7601) x64 (AMD or Intel) Binary: 64bit
2016-09-17 13:16:34.728580|INFO    |ServerLibPriv |   |Using hardware aes
2016-09-17 13:16:34.729581|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2016-09-17 13:16:34.729581|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2016-09-17 13:16:34.729581|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2016-09-17 13:16:34.740581|WARNING |Accounting    |   |Unable to find valid license key, falling back to limited functionality
2016-09-17 13:16:35.242610|ERROR   |Accounting    |   |local accounting reports an already running instance, instance will shutdown
2016-09-17 13:16:35.242610|ERROR   |ServerLibPriv |   |Server() error while starting servermanager, error: instance limit reached
